altitude,vertical_speed,rate_of_descent,flap_deployment,spoiler_deployment,brake_input,pitch_variability,roll_angle_variability,hard_landing
500,500,331,64,46,4,2.8330455389991265,3.2306331019393983,0
1000,608,408,52,18,19,2.348497599969609,3.336795960165757,0
2000,555,511,42,29,29,5.682420714251547,3.7761980640457824,1
2500,308,426,30,6,21,2.343506733267445,4.621123477659966,0
3000,558,188,61,28,7,1.2121163128012564,4.026433783300203,0
2500,444,341,56,7,15,2.1351205754515856,2.571520738502103,0
2500,257,280,49,32,8,1.8694302289349687,5.590681287558972,0
2500,231,306,59,22,12,5.6196463944994655,2.38393803456913,0
2500,709,351,28,39,7,2.800046227531232,4.627513768257149,1
3000,421,557,75,34,27,1.199677502617122,4.335125983774509,1
2500,331,397,3,0,11,2.797765491559108,5.3657251238761186,0
500,472,445,9,13,19,3.5535183559376295,5.1283151517318775,0
500,580,515,13,15,8,5.582962444263437,2.3586146945235633,1
3000,706,361,51,19,30,2.282542731153505,5.206141507620272,1
50,362,253,2,23,1,3.0645017140697557,5.78279839991889,0
1500,694,487,99,30,37,1.3899794611844358,3.3996587341362203,0
2500,236,367,62,31,39,4.041238102593686,3.439755891349477,0
1500,682,359,100,13,7,1.8221138743758893,4.351941946538476,0
500,461,391,20,22,8,5.71405151835562,1.1150280748367838,0
1000,794,539,89,31,33,5.146019538112559,3.1095609653309992,1
1000,461,433,55,41,23,5.369034621043295,1.012969895725206,0
2000,410,277,53,14,9,5.451756778094197,1.6649237757810238,0
1000,515,509,60,39,11,3.8920786893597823,4.964342425037584,1
1000,563,557,37,32,16,5.427969010897269,3.5128111396111237,1
2000,397,452,88,0,35,5.27855992127223,2.748252002597809,0
3000,728,202,60,25,18,5.534101211012639,5.603607330302382,1
2500,247,384,16,44,3,3.791013987198538,2.895540317904116,0
2000,308,295,52,5,19,4.749350302477466,4.833361403075022,0
100,608,468,40,20,10,4.380735962389583,5.511124977169059,0
100,359,362,14,47,27,4.933067979282727,2.0989452111011477,0
500,513,189,59,29,22,2.9796867049340925,5.181531759826362,0
1000,590,559,39,9,21,2.8574926067037745,5.7690985779052015,1
3000,350,517,36,41,9,4.4975970931123905,2.9253248191922756,1
100,713,390,23,2,19,4.584520062882126,4.104757133470439,1
3000,263,478,7,36,20,3.829764761394775,4.265069260947743,0
3000,602,478,61,36,17,3.1967482165648984,1.7384417398120469,0
2500,325,399,89,29,25,5.640708719421785,5.217451059307181,0
3000,578,354,86,26,28,4.2466066633889055,2.2487042803429627,0
1500,433,209,100,16,37,1.9362542033690784,1.3137320197410298,0
2000,282,279,62,9,2,1.970471485039951,3.846484412688033,0
500,584,518,51,26,19,5.876509908916629,4.101321817606639,1
2500,734,261,63,14,8,1.6302679362267631,4.092736692125782,1
2000,466,511,58,24,3,4.967310719337686,1.1118298169425824,1
2000,452,162,36,49,1,4.043608531532316,2.1450724474593033,0
500,271,468,71,45,18,4.687711055963721,4.360935455335195,0
1500,704,151,32,47,37,3.1109209636401136,4.287550059732126,1
500,770,215,48,4,10,5.502319952020112,1.0073092301392315,1
2000,257,197,5,1,29,5.151679495854383,1.1167162025597013,0
1000,387,308,53,2,18,1.6548982215706922,1.9494981329029444,0
50,741,437,15,0,17,2.078171872130747,1.2655486479441238,1
500,544,165,18,3,22,5.611091426105699,4.089615903173497,0
2500,490,161,97,18,23,3.910921353090466,4.841156660606648,0
1000,624,422,40,22,2,2.646707847249717,5.192332312312443,0
1000,208,171,22,7,31,4.726178221469823,4.514180378933615,0
1000,334,236,38,26,22,3.390476598157969,2.915799916173908,0
2500,204,503,52,33,23,3.829896628178381,4.763486933110487,1
2500,318,253,10,5,16,4.0924549192479525,3.7523154787681063,0
1000,325,232,99,35,30,4.1098575534312145,5.622730441662737,0
100,758,311,40,15,29,1.4484045637660743,3.254904532908235,1
2000,759,455,86,18,31,4.361025260753941,3.6800519225344575,1
500,323,163,28,41,26,5.057603280419579,1.7344716304458243,0
2500,595,349,51,12,5,1.531961595999439,1.2840096646692332,0
50,384,383,17,19,22,2.528868064144521,1.1743937690542148,0
50,700,187,18,27,3,4.758424956760045,1.6303871047083376,0
100,458,506,33,3,21,5.558443191192557,2.8631071746349894,1
3000,736,475,9,10,30,1.1439050466485696,2.5247232426294466,1
3000,522,523,12,32,27,4.363858500536219,3.3005719061684675,1
1000,770,238,45,16,0,1.325555255522555,5.902578617374266,1
500,341,385,63,27,9,4.143082046256989,3.017642815708639,0
500,353,420,27,25,31,5.706843778932521,2.574244814200283,0
500,241,463,86,48,17,3.5812211595641505,1.6327149747792526,0
1000,468,581,59,50,11,5.03458329438155,1.8227966103723872,1
2500,486,591,99,40,16,3.6709221128322063,1.3414114598072782,1
3000,735,345,28,7,7,5.243166760895404,2.09133328471966,1
1500,687,495,23,36,22,3.8264567414478385,4.916041501655517,0
500,704,326,26,36,18,5.603786392129218,3.19895981246017,1
100,327,514,46,50,17,1.0914056462087158,2.169943589040547,1
2000,582,533,51,25,5,1.3803478061400645,3.3180482589852316,1
50,218,402,35,31,12,1.9363218705882086,1.3443350701277077,0
50,247,194,12,6,24,4.281017031108938,5.309835051025311,0
3000,252,263,67,35,22,5.145462646158712,2.364748626620649,0
2500,704,574,71,15,4,4.664224922532156,2.0349084455110438,1
100,447,432,84,28,26,2.974182535040838,5.163549459296038,0
50,569,317,36,21,1,5.6152855683537695,4.264031161159948,0
500,608,471,28,23,9,5.418152610013819,2.956104315272929,0
1500,722,361,68,44,29,4.9053485994834345,2.5838148651171973,1
100,346,417,21,2,23,1.6193605813372933,3.6977923292984456,0
2000,239,476,47,28,12,4.317742085807948,1.4843007664122072,0
1500,300,176,70,30,16,2.1820711793470533,4.664784770419871,0
500,250,288,11,4,32,5.932440577507588,3.2377582745071174,0
3000,639,398,64,50,4,5.963467405612855,1.0871667547463073,0
50,349,424,33,46,21,3.7468905853279164,2.0774626915711654,0
3000,415,244,83,27,2,1.541045352179041,3.486519625897973,0
50,537,324,76,8,3,5.870571798374604,3.6651434467279107,0
1500,396,383,80,23,9,4.223545198884592,4.668300124032456,0
1000,452,254,93,11,14,1.8543424116779774,5.523761477649311,0
1500,690,372,17,18,9,4.732815976252892,5.538524478023412,0
100,759,544,63,2,14,2.1574366977457484,3.162958324530682,1
1000,645,530,91,24,29,4.268146535150057,2.4877954104907882,1
1000,431,598,67,6,20,3.7953124645431107,5.876997774882839,1
1500,220,513,32,36,35,1.7758856600196284,5.078961105421306,1
100,676,547,52,29,25,3.8560356307690347,2.1769377414970057,1
2500,499,295,5,44,34,3.23218049995894,5.845278611299305,0
2000,409,221,21,1,27,2.2050671598732627,1.3307610362090285,0
500,636,430,17,40,35,1.387443458447831,2.1094181148365765,0
2000,784,577,85,29,22,3.08014321629864,5.161559094335463,1
1000,435,595,31,20,29,2.224957607728295,1.8961214365021593,1
2500,511,578,54,10,22,2.56791318001545,3.8968350434839296,1
1500,217,411,48,12,17,3.5928008980489676,3.2651634939259493,0
2000,564,419,91,40,31,2.426413221537688,1.8289055623884833,0
3000,236,388,97,50,35,4.922184391290333,5.335477431450266,0
50,664,176,15,37,18,1.8810931089836576,4.219352153787195,0
1500,371,539,71,24,18,3.927774214800962,3.5237763437621066,1
3000,437,503,17,0,0,3.1655484289179014,5.100446856368682,1
3000,503,498,2,36,36,5.686770975231909,5.404231278935321,0
2000,580,548,6,35,12,5.4524785614313585,4.333281977332672,1
50,384,417,57,35,8,1.537730201670571,5.0724381033269985,0
1500,675,255,66,22,29,5.303470801986484,1.8926654380384496,0
2500,320,167,99,28,37,3.492019736383167,5.164757041922408,0
1500,552,461,44,17,23,5.038856091720811,2.460654083540728,0
1000,569,293,24,21,34,1.036944795758365,1.4649235980964328,0
2000,345,262,98,43,0,4.232267352155733,1.5806069989830631,0
2000,619,392,37,50,7,5.540983317206177,2.55590297759643,0
3000,682,433,23,0,36,4.640515651855911,1.6039447207152793,0
500,728,306,19,18,39,3.90186372630177,4.039320511038358,1
500,506,406,85,17,37,2.3183096395164235,4.10198143771985,0
50,484,578,13,36,31,2.0789136393148278,5.939270542487501,1
2000,317,538,4,38,29,2.3862400225343463,3.9429219955492147,1
50,451,290,56,44,34,3.252805119008249,4.016804423710919,0
500,748,464,81,4,14,1.609965618171628,5.830926516784347,1
50,638,411,32,25,17,4.9371440031307845,3.4466005609800994,0
500,417,388,29,26,31,1.3196495198958804,2.7331879954192035,0
500,477,253,32,22,28,3.782857108600037,4.875145221281784,0
500,205,293,92,32,26,5.058504128690224,4.039277740744302,0
500,271,295,12,38,33,2.7412944514383284,4.115249834203628,0
500,722,200,93,39,40,4.087252933404358,4.300748964975344,1
2500,466,537,36,13,0,2.4967464770920396,4.008481120739779,1
3000,257,377,16,10,32,2.7667159362641676,2.4885197399787122,0
500,473,417,11,7,31,4.803721147730416,4.238349724185043,0
1500,594,378,13,30,6,3.275145864807131,4.935597347619001,0
2000,220,153,23,20,19,5.037849766302813,4.389382420567401,0
2500,560,293,49,1,35,4.844677631529212,2.519705955854778,0
1500,427,427,22,40,20,5.289157749081223,3.6878816480282857,0
50,600,383,53,18,9,1.2219486645697284,1.7524311159708563,0
3000,777,298,83,2,11,3.914026858329357,3.3167555837953446,1
1500,218,459,33,50,17,1.4649349599293502,5.387525514947732,0
500,639,478,17,49,3,5.535005375284774,1.6504808735029788,0
500,426,212,36,1,23,5.345181619213124,2.8531002997598205,0
100,748,374,93,31,33,3.87060490725533,1.8247364900497485,1
1000,325,244,99,29,25,1.1643617902707457,1.46518800134419,0
50,657,529,77,46,17,4.177471584906954,1.8467575208582867,1
3000,553,534,77,18,35,2.687626621388806,1.0856341367766782,1
1500,313,250,52,26,13,2.5923201673012217,1.6555116562214276,0
3000,349,450,67,26,39,3.8944735569700546,4.938689385898066,0
500,228,250,0,34,24,2.819365188648459,3.403775772161556,0
100,592,179,30,47,16,3.3962902769183736,5.008008604933556,0
50,600,362,85,19,9,2.613429991479734,5.6538891244022915,0
100,231,376,34,22,22,1.3183116456434538,1.1996390166324535,0
2500,627,173,12,43,37,4.656461934696235,1.9562556644348637,0
3000,494,378,3,27,3,5.334928406176603,2.253870308894372,0
2000,516,421,42,7,33,3.6161211192407485,1.380862463750034,0
1000,520,276,48,44,24,4.092839580501159,2.3632207126658407,0
50,225,280,19,33,39,5.690722914021198,2.1832604070278876,0
100,208,280,9,11,21,5.369320398556989,5.943248305696973,0
500,587,543,72,24,21,4.866629978726568,2.902419296994182,1
2500,296,169,71,29,16,2.88908769133113,2.3708867293415823,0
1000,799,562,38,42,27,3.3069987248229724,1.6820685280917238,1
3000,465,249,14,18,8,5.724616860597002,4.62807651617582,0
1000,271,500,16,46,38,1.9233595332989997,3.545769864165977,0
2000,237,277,25,37,2,2.5628151236735777,5.450986369226551,0
2000,449,291,7,19,39,1.5451191755280205,2.17682344373103,0
1500,459,502,44,24,32,4.768760758979781,1.1181482320551086,1
100,625,518,48,28,14,3.348607520218769,4.602623875872174,1
1500,673,571,56,31,17,3.1574904608840395,4.7872392300536974,1
100,271,218,26,32,7,1.7130600146662376,4.871623414751902,0
50,398,527,31,19,3,5.596263148970663,1.4524649980158708,1
1500,262,220,15,13,0,5.7115945226008105,5.7197710883062,0
2000,224,521,78,0,38,4.911326907438429,2.109154515215195,1
50,249,511,57,24,13,2.529948900226163,2.860996938336813,1
50,344,255,48,34,17,3.727664303698135,2.8862801922479067,0
50,455,298,69,31,33,5.875016626012857,4.71955158330306,0
50,459,598,82,9,7,4.510352667263797,3.116601345280694,1
1000,647,164,75,13,1,1.6697784869331647,2.5979974757736493,0
3000,278,162,13,37,40,4.282092137472224,2.6229332201763675,0
2000,726,519,15,41,15,3.1941624885710267,1.9526808775289268,1
100,788,251,87,34,16,1.840294531472554,3.289294076487188,1
100,705,585,53,39,39,3.66660892204144,2.283498712071372,1
100,735,272,69,13,14,5.751222765300255,3.4621369040445398,1
1000,304,456,9,21,11,5.839143676883319,1.874252370949078,0
500,428,436,94,16,28,3.911358884175673,3.5436186705685664,0
500,694,286,18,26,13,2.7203041801254324,2.001257808628979,0
2500,676,519,15,2,36,2.05430819489714,1.4617972125067105,1
3000,433,294,30,25,14,4.987276878640072,3.1018929955443424,0
100,367,211,98,45,9,3.009726509455341,3.702155392182627,0
3000,781,321,0,12,23,4.3789925908208005,2.819960236369773,1
3000,634,256,4,8,18,3.182127534398137,5.787568319388346,0
50,657,303,72,31,12,3.4303718732520343,3.337699006929148,0
2000,674,414,32,25,37,4.079062856952337,3.2425910067342314,0
1000,482,158,81,32,27,4.806524046191373,1.9471373678330774,0
1000,437,471,28,5,1,3.0688610757941603,4.826531874319144,0
50,419,449,90,27,29,2.3176355190550932,5.4668293438661175,0
2000,326,429,66,35,36,2.933336412115156,5.603129383878635,0
1000,769,199,57,5,0,5.63600014277714,4.024522139635121,1
2500,285,381,29,14,3,2.3786662521523185,5.838685910305626,0
50,380,416,82,28,17,2.483742642650631,3.9684819504794424,0
2500,590,554,79,44,17,3.4474895389300677,1.5537612205596605,1
1000,548,201,13,36,15,2.6786344273304095,1.2623188213481698,0
2500,582,443,45,29,0,5.978519532581003,4.683744049202877,0
3000,222,430,38,35,1,3.5441402589328863,1.478503692653487,0
1000,765,493,33,3,37,4.520102079364558,3.38585634732156,1
1500,422,327,59,30,7,5.408442072355221,2.7613020613718913,0
100,510,332,71,29,8,4.573135991875914,5.93144230122322,0
3000,400,564,52,1,33,5.399560254874265,2.4165331922719213,1
3000,767,425,65,13,19,3.1957835732473256,1.353653818238051,1
500,456,430,43,17,37,5.572795093314218,1.9134832979286993,0
50,230,173,76,28,2,4.303126843162779,1.3958512876313403,0
2000,794,192,97,29,8,3.4840933369223666,1.0923667179696497,1
50,340,383,28,28,28,3.8463643458746484,4.621783563403099,0
500,597,254,12,16,24,3.8918856156094677,4.617904159168054,0
1500,317,489,45,12,6,1.233778612655019,4.980868230416783,0
1000,214,350,28,19,30,3.6478371358950996,3.401114558963488,0
50,273,180,21,20,20,2.028608885515686,3.2170120427189266,0
100,335,283,83,17,3,5.507294664701899,2.726905992818683,0
100,368,436,74,1,40,1.6793272227703184,1.268500919375806,0
500,387,296,92,8,40,4.98812659146951,1.5284163828377164,0
3000,787,345,60,12,20,1.6112328652403776,1.0405421027872543,1
1000,723,415,2,18,0,2.216849227342796,1.7142587031267877,1
100,421,335,63,29,12,1.4524440762849098,2.040434772593373,0
500,577,216,34,12,24,3.6770495335706173,4.127685086608567,0
2500,797,379,45,48,5,3.32437344775462,4.508239630265856,1
3000,300,513,23,29,34,2.771106434825014,2.663708228306387,1
2500,699,385,63,45,27,5.196448285400177,4.380206662769046,0
500,763,294,81,39,15,5.486964246575273,2.4413832982662216,1
2500,206,556,30,26,6,1.8267332262926814,5.103232205753886,1
100,620,183,46,42,1,1.5086053649718685,4.704440251471393,0
1500,530,537,41,3,17,3.533190414855955,2.177686677038359,1
100,375,284,13,10,23,5.095300238936383,4.741411973161151,0
2000,763,585,34,38,26,3.5657042440346705,2.135925000126625,1
2000,615,412,77,10,12,3.5349192755864665,3.4325032843215832,0
1500,336,478,54,50,18,1.5135408979634182,5.919554100082063,0
50,429,270,15,42,0,2.849847532284378,2.9669668205744673,0
2000,476,480,59,22,27,2.0648465144684027,5.654900871828705,0
3000,722,536,54,36,20,5.259879237953848,5.877576952473474,1
2000,352,315,65,10,26,2.6177682148899035,4.86806675778102,0
3000,509,486,37,1,6,1.7435280151584638,2.2636603583027926,0
500,201,582,31,43,32,1.6668594611455174,2.1894918227784093,1
50,473,311,62,26,16,5.1148005298115935,3.9124401363224335,0
50,716,492,48,38,22,4.788847979576966,3.3084015996633984,1
2500,726,161,43,24,36,5.02990632073509,3.3658432044960054,1
1500,439,424,47,1,25,5.286820142588208,5.3594447308329185,0
2500,682,164,92,3,1,1.459599378811835,4.157989542766847,0
1500,760,322,48,18,15,3.496649525670254,2.597487408960439,1
1000,660,387,42,2,23,1.3322281489367396,4.565127669290815,0
500,545,461,91,22,17,2.321096621612253,1.0313737446277595,0
50,226,483,23,3,9,2.008638041568331,5.575717419313689,0
50,463,172,50,1,40,5.314921356912869,2.554966203257071,0
3000,678,250,57,38,18,4.688521979904231,1.4148069528428022,0
100,357,486,64,32,20,4.825489369385227,5.5227962746124915,0
1500,276,185,17,17,35,1.4639903466490498,5.27701055185522,0
2500,514,497,16,46,26,4.129288953355701,2.0804718577618044,0
100,320,215,39,36,27,2.0321736276105393,3.1121856674334047,0
2500,251,287,82,7,20,1.9285302902891952,3.3378848389271023,0
1500,583,162,87,27,0,4.146453467756338,4.6162467231352124,0
2500,478,563,26,22,38,3.736635693569321,5.643242199564054,1
2500,226,347,41,40,12,3.043525773089703,2.588227107378591,0
1500,489,294,60,42,15,4.577760575193566,3.0478531563537317,0
100,524,391,63,2,31,3.2972282904960704,3.145575548370541,0
50,265,184,14,28,20,4.850892558467406,3.5884723577793163,0
3000,796,350,100,35,6,2.864262819759265,4.9210162090941605,1
50,587,460,50,12,0,5.204266608601896,5.6584613173421605,0
3000,485,436,30,41,24,4.254828847672669,1.779162407330617,0
3000,793,377,34,32,37,4.000328117686925,1.658721488453008,1
1500,711,349,48,40,18,2.757082664919261,3.5723395105786344,1
1500,264,535,68,50,13,1.9228257864430955,1.134757257173575,1
1500,731,267,46,9,17,2.0727417525211633,2.5378913240611,1
3000,213,261,3,14,35,1.355385129164122,5.396009839681644,0
50,519,382,10,30,35,2.1507176084643893,4.772577505260693,0
2000,756,270,13,28,23,5.793355382979022,4.29727047889654,1
1500,481,211,35,16,39,2.080837499092212,1.2345617913137965,0
3000,304,244,77,2,18,3.540095905844932,2.5878657369589333,0
50,792,227,7,46,11,1.1377597172269396,4.349824133777295,1
2500,218,421,88,8,9,1.3634025449019278,5.9505429574830675,0
100,288,158,10,41,22,3.0178828520320957,4.238272256014483,0
2000,577,384,20,14,35,5.774397288340075,2.7201909340506436,0
3000,574,359,94,8,1,3.3411875365422183,4.799455696030966,0
2000,618,168,10,46,21,4.215261892684588,4.198743883979575,0
1500,634,413,56,44,38,5.373293666550829,4.629766129239558,0
1000,775,555,8,16,35,1.013942876266169,5.303630119952893,1
1500,224,553,83,24,11,1.4747578368443472,2.091498464726513,1
500,578,201,1,43,22,5.952914214171784,2.004655335529889,0
1500,331,318,27,5,17,3.1589883037933104,1.5856891244090705,0
3000,425,253,6,37,34,5.0427564187100575,4.912210101038483,0
50,616,155,8,10,11,4.730374932881862,5.050264333656867,0
1000,231,489,79,47,18,4.998001045707603,2.814221751139397,0
3000,785,197,95,33,9,4.268973689384342,3.7446307371838943,1
3000,677,216,58,38,3,2.801653179999593,1.502700644476708,0
2500,289,193,66,29,3,3.853312033757784,5.81023679108168,0
1500,742,371,14,50,10,4.330847894782522,2.7572097263678104,1
1500,514,224,59,25,40,4.34469719423474,2.2446773133205165,0
